No,year,month,day,hour,pm2.5,DEWP,TEMP,PRES,Iws,Is,Ir,cbwd_NE,cbwd_NW,cbwd_SE,cbwd_cv,date,pm2.5_log,week
84,2010,1,4,11,25.0,-23,-12.0,1031.0,108.61,0,0,0,1,0,0,2010-01-04,3.2188758248682006,0
85,2010,1,4,12,29.0,-21,-11.0,1030.0,117.55,0,0,0,1,0,0,2010-01-04,3.367295829986474,0
86,2010,1,4,13,32.0,-20,-10.0,1030.0,127.38,0,0,0,1,0,0,2010-01-04,3.4657359027997265,0
87,2010,1,4,14,28.0,-21,-10.0,1030.0,136.32,0,0,0,1,0,0,2010-01-04,3.332204510175204,0
88,2010,1,4,15,29.0,-21,-9.0,1030.0,145.26,0,0,0,1,0,0,2010-01-04,3.367295829986474,0
89,2010,1,4,16,30.0,-21,-9.0,1031.0,152.41,0,0,0,1,0,0,2010-01-04,3.4011973816621555,0
90,2010,1,4,17,30.0,-20,-11.0,1032.0,159.56,0,0,0,1,0,0,2010-01-04,3.4011973816621555,0
91,2010,1,4,18,28.0,-23,-11.0,1032.0,165.37,0,0,0,1,0,0,2010-01-04,3.332204510175204,0
92,2010,1,4,19,26.0,-21,-12.0,1033.0,171.18,0,0,0,1,0,0,2010-01-04,3.258096538021482,0
93,2010,1,4,20,31.0,-24,-12.0,1034.0,180.12,0,0,0,1,0,0,2010-01-04,3.4339872044851463,0
94,2010,1,4,21,33.0,-24,-13.0,1034.0,187.27,0,0,0,1,0,0,2010-01-04,3.4965075614664802,0
95,2010,1,4,22,29.0,-24,-13.0,1035.0,195.32,0,0,0,1,0,0,2010-01-04,3.367295829986474,0
96,2010,1,4,23,31.0,-26,-15.0,1035.0,198.45,0,0,0,1,0,0,2010-01-04,3.4339872044851463,0
97,2010,1,5,0,30.0,-26,-17.0,1035.0,201.58,0,0,0,1,0,0,2010-01-05,3.4011973816621555,1
98,2010,1,5,1,34.0,-26,-18.0,1035.0,205.6,0,0,0,1,0,0,2010-01-05,3.5263605246161616,1
99,2010,1,5,2,27.0,-26,-19.0,1035.0,208.73,0,0,0,1,0,0,2010-01-05,3.295836866004329,1
100,2010,1,5,3,25.0,-27,-18.0,1035.0,213.65,0,0,0,1,0,0,2010-01-05,3.2188758248682006,1
101,2010,1,5,4,28.0,-27,-19.0,1035.0,218.57,0,0,0,1,0,0,2010-01-05,3.332204510175204,1
102,2010,1,5,5,28.0,-27,-16.0,1034.0,4.92,0,0,1,0,0,0,2010-01-05,3.332204510175204,1
103,2010,1,5,6,27.0,-26,-16.0,1035.0,8.05,0,0,1,0,0,0,2010-01-05,3.295836866004329,1
104,2010,1,5,7,27.0,-27,-16.0,1034.0,13.86,0,0,1,0,0,0,2010-01-05,3.295836866004329,1
105,2010,1,5,8,27.0,-26,-16.0,1035.0,18.78,0,0,1,0,0,0,2010-01-05,3.295836866004329,1
106,2010,1,5,9,29.0,-26,-15.0,1035.0,24.59,0,0,1,0,0,0,2010-01-05,3.367295829986474,1
107,2010,1,5,10,36.0,-25,-14.0,1035.0,29.51,0,0,1,0,0,0,2010-01-05,3.58351893845611,1
108,2010,1,5,11,30.0,-25,-13.0,1035.0,34.43,0,0,1,0,0,0,2010-01-05,3.4011973816621555,1
109,2010,1,5,12,27.0,-25,-12.0,1034.0,39.35,0,0,1,0,0,0,2010-01-05,3.295836866004329,1
110,2010,1,5,13,39.0,-24,-11.0,1032.0,41.14,0,0,1,0,0,0,2010-01-05,3.6635616461296463,1
111,2010,1,5,14,41.0,-22,-11.0,1032.0,0.89,0,0,0,0,0,1,2010-01-05,3.713572066704308,1
112,2010,1,5,15,33.0,-23,-11.0,1031.0,1.79,0,0,0,1,0,0,2010-01-05,3.4965075614664802,1
113,2010,1,5,16,50.0,-24,-11.0,1031.0,3.58,0,0,0,1,0,0,2010-01-05,3.912023005428146,1
114,2010,1,5,17,56.0,-23,-11.0,1031.0,5.37,0,0,0,1,0,0,2010-01-05,4.02535169073515,1
115,2010,1,5,18,59.0,-23,-11.0,1032.0,7.16,0,0,0,1,0,0,2010-01-05,4.07753744390572,1
116,2010,1,5,19,60.0,-22,-13.0,1033.0,10.29,0,0,0,1,0,0,2010-01-05,4.0943445622221,1
117,2010,1,5,20,84.0,-22,-12.0,1033.0,13.42,0,0,0,1,0,0,2010-01-05,4.430816798843313,1
118,2010,1,5,21,106.0,-24,-18.0,1033.0,16.55,0,0,0,1,0,0,2010-01-05,4.663439094112067,1
119,2010,1,5,22,66.0,-22,-13.0,1034.0,20.57,0,0,0,1,0,0,2010-01-05,4.189654742026425,1
120,2010,1,5,23,50.0,-22,-16.0,1033.0,23.7,0,0,0,1,0,0,2010-01-05,3.912023005428146,1
121,2010,1,6,0,56.0,-25,-17.0,1033.0,26.83,0,0,0,1,0,0,2010-01-06,4.02535169073515,2
122,2010,1,6,1,77.0,-25,-14.0,1033.0,4.02,0,0,1,0,0,0,2010-01-06,4.343805421853684,2
123,2010,1,6,2,50.0,-26,-14.0,1034.0,8.04,0,0,1,0,0,0,2010-01-06,3.912023005428146,2
124,2010,1,6,3,44.0,-26,-14.0,1033.0,13.85,0,0,1,0,0,0,2010-01-06,3.784189633918261,2
125,2010,1,6,4,27.0,-26,-14.0,1033.0,17.87,0,0,1,0,0,0,2010-01-06,3.295836866004329,2
126,2010,1,6,5,28.0,-26,-14.0,1033.0,23.68,0,0,1,0,0,0,2010-01-06,3.332204510175204,2
127,2010,1,6,6,21.0,-26,-14.0,1033.0,28.6,0,0,1,0,0,0,2010-01-06,3.044522437723423,2
128,2010,1,6,7,25.0,-26,-15.0,1034.0,33.52,0,0,1,0,0,0,2010-01-06,3.2188758248682006,2
129,2010,1,6,8,20.0,-26,-14.0,1034.0,39.33,0,0,1,0,0,0,2010-01-06,2.995732273553991,2
130,2010,1,6,9,29.0,-25,-13.0,1035.0,44.25,0,0,1,0,0,0,2010-01-06,3.367295829986474,2
131,2010,1,6,10,34.0,-25,-12.0,1035.0,50.06,0,0,1,0,0,0,2010-01-06,3.5263605246161616,2
132,2010,1,6,11,42.0,-24,-11.0,1035.0,54.98,0,0,1,0,0,0,2010-01-06,3.7376696182833684,2
133,2010,1,6,12,28.0,-24,-10.0,1034.0,59.0,0,0,1,0,0,0,2010-01-06,3.332204510175204,2
134,2010,1,6,13,36.0,-22,-10.0,1033.0,4.02,0,0,0,1,0,0,2010-01-06,3.58351893845611,2
135,2010,1,6,14,48.0,-22,-9.0,1033.0,5.81,0,0,0,1,0,0,2010-01-06,3.871201010907891,2
136,2010,1,6,15,49.0,-22,-8.0,1033.0,0.89,0,0,0,0,0,1,2010-01-06,3.8918202981106265,2
137,2010,1,6,16,52.0,-22,-8.0,1033.0,1.79,0,0,0,1,0,0,2010-01-06,3.9512437185814275,2
138,2010,1,6,17,56.0,-21,-9.0,1033.0,3.58,0,0,0,1,0,0,2010-01-06,4.02535169073515,2
139,2010,1,6,18,96.0,-22,-9.0,1033.0,5.37,0,0,0,1,0,0,2010-01-06,4.564348191467836,2
140,2010,1,6,19,75.0,-22,-14.0,1034.0,0.89,0,0,0,0,0,1,2010-01-06,4.31748811353631,2
141,2010,1,6,20,105.0,-22,-12.0,1035.0,1.79,0,0,0,1,0,0,2010-01-06,4.653960350157523,2
142,2010,1,6,21,132.0,-21,-14.0,1034.0,3.58,0,0,0,1,0,0,2010-01-06,4.882801922586371,2
143,2010,1,6,22,93.0,-22,-16.0,1035.0,5.37,0,0,0,1,0,0,2010-01-06,4.532599493153256,2
144,2010,1,6,23,131.0,-21,-16.0,1035.0,7.16,0,0,0,1,0,0,2010-01-06,4.875197323201151,2
145,2010,1,7,0,127.0,-21,-16.0,1035.0,8.95,0,0,0,1,0,0,2010-01-07,4.844187086458591,3
146,2010,1,7,1,130.0,-21,-16.0,1035.0,0.45,0,0,0,0,0,1,2010-01-07,4.867534450455582,3
147,2010,1,7,2,43.0,-22,-18.0,1036.0,1.34,0,0,0,0,0,1,2010-01-07,3.7612001156935624,3
148,2010,1,7,3,37.0,-23,-15.0,1036.0,4.02,0,0,0,1,0,0,2010-01-07,3.6109179126442243,3
149,2010,1,7,4,30.0,-24,-16.0,1035.0,7.15,0,0,0,1,0,0,2010-01-07,3.4011973816621555,3
150,2010,1,7,5,28.0,-25,-15.0,1035.0,10.28,0,0,0,1,0,0,2010-01-07,3.332204510175204,3
151,2010,1,7,6,24.0,-24,-15.0,1035.0,14.3,0,0,0,1,0,0,2010-01-07,3.1780538303479458,3
152,2010,1,7,7,23.0,-25,-13.0,1036.0,4.92,0,0,1,0,0,0,2010-01-07,3.1354942159291497,3
153,2010,1,7,8,24.0,-24,-14.0,1036.0,4.02,0,0,0,1,0,0,2010-01-07,3.1780538303479458,3
154,2010,1,7,9,27.0,-23,-12.0,1036.0,8.94,0,0,0,1,0,0,2010-01-07,3.295836866004329,3
155,2010,1,7,10,40.0,-22,-11.0,1036.0,12.96,0,0,0,1,0,0,2010-01-07,3.6888794541139363,3
156,2010,1,7,11,42.0,-20,-10.0,1036.0,16.09,0,0,0,1,0,0,2010-01-07,3.7376696182833684,3
157,2010,1,7,12,42.0,-21,-9.0,1035.0,19.22,0,0,0,1,0,0,2010-01-07,3.7376696182833684,3
158,2010,1,7,13,55.0,-21,-8.0,1034.0,21.01,0,0,0,1,0,0,2010-01-07,4.007333185232471,3
159,2010,1,7,14,52.0,-20,-7.0,1033.0,22.8,0,0,0,1,0,0,2010-01-07,3.9512437185814275,3
160,2010,1,7,15,51.0,-20,-7.0,1032.0,24.59,0,0,0,1,0,0,2010-01-07,3.9318256327243257,3
161,2010,1,7,16,57.0,-18,-8.0,1032.0,26.38,0,0,0,1,0,0,2010-01-07,4.04305126783455,3
162,2010,1,7,17,50.0,-19,-9.0,1032.0,28.17,0,0,0,1,0,0,2010-01-07,3.912023005428146,3
163,2010,1,7,18,54.0,-19,-11.0,1032.0,0.89,0,0,1,0,0,0,2010-01-07,3.9889840465642745,3
164,2010,1,7,19,67.0,-18,-11.0,1033.0,1.79,0,0,0,1,0,0,2010-01-07,4.204692619390966,3
165,2010,1,7,20,106.0,-19,-15.0,1032.0,1.79,0,0,1,0,0,0,2010-01-07,4.663439094112067,3
166,2010,1,7,21,159.0,-19,-14.0,1032.0,0.45,0,0,0,0,0,1,2010-01-07,5.0689042022202315,3
167,2010,1,7,22,198.0,-21,-14.0,1032.0,1.34,0,0,0,0,0,1,2010-01-07,5.288267030694535,3
168,2010,1,7,23,190.0,-21,-16.0,1032.0,2.23,0,0,0,0,0,1,2010-01-07,5.247024072160486,3
169,2010,1,8,0,210.0,-21,-17.0,1031.0,1.79,0,0,0,1,0,0,2010-01-08,5.3471075307174685,4
170,2010,1,8,1,195.0,-19,-16.0,1031.0,3.58,0,0,0,1,0,0,2010-01-08,5.272999558563747,4
171,2010,1,8,2,275.0,-20,-16.0,1031.0,0.89,0,0,1,0,0,0,2010-01-08,5.616771097666572,4
172,2010,1,8,3,164.0,-19,-15.0,1030.0,0.89,0,0,0,0,1,0,2010-01-08,5.099866427824199,4
173,2010,1,8,4,110.0,-18,-15.0,1030.0,0.45,0,0,0,0,0,1,2010-01-08,4.700480365792417,4
174,2010,1,8,5,100.0,-18,-15.0,1029.0,1.34,0,0,0,0,0,1,2010-01-08,4.605170185988092,4
175,2010,1,8,6,81.0,-18,-15.0,1029.0,1.79,0,0,0,1,0,0,2010-01-08,4.394449154672439,4
176,2010,1,8,7,71.0,-16,-13.0,1029.0,0.89,0,0,1,0,0,0,2010-01-08,4.2626798770413155,4
177,2010,1,8,8,66.0,-16,-12.0,1029.0,0.89,0,0,0,0,1,0,2010-01-08,4.189654742026425,4
178,2010,1,8,9,92.0,-16,-12.0,1030.0,1.78,0,0,0,0,1,0,2010-01-08,4.5217885770490405,4
179,2010,1,8,10,135.0,-17,-10.0,1030.0,0.89,0,0,1,0,0,0,2010-01-08,4.90527477843843,4
180,2010,1,8,11,155.0,-16,-10.0,1029.0,0.89,0,0,0,0,0,1,2010-01-08,5.043425116919247,4
181,2010,1,8,12,198.0,-16,-9.0,1028.0,3.13,0,0,0,0,1,0,2010-01-08,5.288267030694535,4
182,2010,1,8,13,250.0,-15,-8.0,1026.0,4.92,0,0,0,0,1,0,2010-01-08,5.521460917862246,4
183,2010,1,8,14,200.0,-16,-8.0,1026.0,0.89,0,0,0,0,0,1,2010-01-08,5.298317366548036,4
184,2010,1,8,15,231.0,-16,-8.0,1025.0,1.78,0,0,0,0,0,1,2010-01-08,5.442417710521793,4
185,2010,1,8,16,250.0,-16,-8.0,1025.0,2.67,0,0,0,0,0,1,2010-01-08,5.521460917862246,4
186,2010,1,8,17,212.0,-17,-8.0,1025.0,0.89,0,0,0,0,1,0,2010-01-08,5.356586274672012,4
187,2010,1,8,18,219.0,-17,-9.0,1026.0,0.45,0,0,0,0,0,1,2010-01-08,5.389071729816501,4
188,2010,1,8,19,227.0,-17,-11.0,1026.0,1.34,0,0,0,0,0,1,2010-01-08,5.424950017481403,4
189,2010,1,8,20,226.0,-17,-12.0,1026.0,1.79,0,0,0,0,0,1,2010-01-08,5.420534999272286,4
190,2010,1,8,21,225.0,-18,-14.0,1027.0,1.79,0,0,0,1,0,0,2010-01-08,5.41610040220442,4
191,2010,1,8,22,168.0,-16,-9.0,1027.0,4.92,0,0,0,1,0,0,2010-01-08,5.123963979403259,4
192,2010,1,8,23,169.0,-16,-11.0,1027.0,6.71,0,0,0,1,0,0,2010-01-08,5.1298987149230735,4
193,2010,1,9,0,165.0,-17,-13.0,1027.0,0.89,0,0,0,0,0,1,2010-01-09,5.10594547390058,5
194,2010,1,9,1,159.0,-17,-13.0,1027.0,3.13,0,0,0,1,0,0,2010-01-09,5.0689042022202315,5
195,2010,1,9,2,167.0,-17,-14.0,1027.0,4.92,0,0,0,1,0,0,2010-01-09,5.117993812416755,5
196,2010,1,9,3,196.0,-17,-15.0,1027.0,8.05,0,0,0,1,0,0,2010-01-09,5.278114659230517,5
197,2010,1,9,4,169.0,-17,-13.0,1027.0,9.84,0,0,0,1,0,0,2010-01-09,5.1298987149230735,5
198,2010,1,9,5,155.0,-19,-16.0,1027.0,13.86,0,0,0,1,0,0,2010-01-09,5.043425116919247,5
199,2010,1,9,6,119.0,-18,-15.0,1027.0,17.88,0,0,0,1,0,0,2010-01-09,4.77912349311153,5
200,2010,1,9,7,106.0,-19,-15.0,1027.0,21.9,0,0,0,1,0,0,2010-01-09,4.663439094112067,5
201,2010,1,9,8,93.0,-18,-14.0,1028.0,25.92,0,0,0,1,0,0,2010-01-09,4.532599493153256,5
202,2010,1,9,9,84.0,-18,-9.0,1029.0,5.81,0,0,1,0,0,0,2010-01-09,4.430816798843313,5
203,2010,1,9,10,73.0,-17,-7.0,1029.0,11.62,0,0,1,0,0,0,2010-01-09,4.290459441148391,5
204,2010,1,9,11,66.0,-17,-6.0,1030.0,17.43,0,0,1,0,0,0,2010-01-09,4.189654742026425,5
205,2010,1,9,12,40.0,-16,-6.0,1029.0,23.24,0,0,1,0,0,0,2010-01-09,3.6888794541139363,5
206,2010,1,9,13,49.0,-16,-5.0,1029.0,28.16,0,0,1,0,0,0,2010-01-09,3.8918202981106265,5
207,2010,1,9,14,50.0,-15,-4.0,1029.0,33.08,0,0,1,0,0,0,2010-01-09,3.912023005428146,5
208,2010,1,9,15,49.0,-14,-4.0,1028.0,37.1,0,0,1,0,0,0,2010-01-09,3.8918202981106265,5
209,2010,1,9,16,41.0,-15,-4.0,1029.0,38.89,0,0,1,0,0,0,2010-01-09,3.713572066704308,5
210,2010,1,9,17,37.0,-15,-4.0,1030.0,1.79,0,0,0,1,0,0,2010-01-09,3.6109179126442243,5
211,2010,1,9,18,45.0,-15,-7.0,1030.0,3.13,0,0,1,0,0,0,2010-01-09,3.8066624897703196,5
212,2010,1,9,19,44.0,-15,-6.0,1031.0,3.13,0,0,0,1,0,0,2010-01-09,3.784189633918261,5
213,2010,1,9,20,54.0,-15,-7.0,1032.0,4.92,0,0,0,1,0,0,2010-01-09,3.9889840465642745,5
214,2010,1,9,21,50.0,-15,-6.0,1032.0,3.13,0,0,1,0,0,0,2010-01-09,3.912023005428146,5
215,2010,1,9,22,47.0,-15,-8.0,1033.0,0.45,0,0,0,0,0,1,2010-01-09,3.8501476017100584,5
216,2010,1,9,23,66.0,-15,-8.0,1033.0,0.9,0,0,0,0,0,1,2010-01-09,4.189654742026425,5
217,2010,1,10,0,75.0,-15,-11.0,1033.0,0.89,0,0,0,1,0,0,2010-01-10,4.31748811353631,6
218,2010,1,10,1,82.0,-17,-13.0,1033.0,1.78,0,0,0,1,0,0,2010-01-10,4.406719247264253,6
219,2010,1,10,2,66.0,-17,-12.0,1033.0,4.91,0,0,0,1,0,0,2010-01-10,4.189654742026425,6
220,2010,1,10,3,83.0,-17,-13.0,1033.0,8.04,0,0,0,1,0,0,2010-01-10,4.418840607796598,6
221,2010,1,10,4,62.0,-19,-14.0,1032.0,9.83,0,0,0,1,0,0,2010-01-10,4.127134385045092,6
222,2010,1,10,5,40.0,-18,-13.0,1032.0,12.96,0,0,0,1,0,0,2010-01-10,3.6888794541139363,6
223,2010,1,10,6,23.0,-19,-13.0,1032.0,16.09,0,0,0,1,0,0,2010-01-10,3.1354942159291497,6
224,2010,1,10,7,25.0,-19,-14.0,1033.0,19.22,0,0,0,1,0,0,2010-01-10,3.2188758248682006,6
